Trial_set,Trial,det,time,ID,Activity,dist,App_type,Intent,Reaction
26,2,Mleash,,Shark Watch,Feeding,0,S,H,N
26,2,Mleash,,unknown,Passing,2500,S,H,N
26,2,Mleash,,Shark Watch,Passing,500,S,H,N
26,2,Mleash,,unknown,Feeding,0,S,H,N
26,2,Mleash,,Shark Watch,Feeding,0,S,H,N
26,2,Mleash,,unknown,Passing,3500,S,M,N
26,2,Mleash,,unknown,Passing,1500,S,H,N
26,2,Mleash,,Shark Watch,Passing,500,S,H,N
26,2,Mleash,,unknown,Passing,5500,S,M,N
26,2,Mleash,,unknown,Passing,6500,S,M,N
26,2,Mleash,,Shark Watch,Feeding,0,S,H,N
26,3,SS,2.0542,unknown,Passing,NA,D,M,N
26,3,SS,2.3397,Shark Watch,Passing,NA,S,H,N
26,3,SS,2.4669,unknown,Passing,NA,D,M,N
26,3,SS,2.6758,unknown,Passing,NA,S,H,N
26,3,SS,2.7839,unknown,Feeding,0,S,H,N
26,3,SS,2.9517,unknown,Feeding,0,S,H,N
26,3,SS,4.3375,Shark Watch,Passing,NA,D,L,N
26,3,SS,4.6189,Shark Watch,Passing,NA,D,M,N
26,3,SS,4.8689,Shark Watch,Passing,NA,D,H,N
26,3,SS,5.0216,Shark Watch,Feeding,0,S,H,N
26,3,SS,5.1975,Shark Watch,Feeding,0,S,H,N
26,3,SS,5.7444,Shark Watch,Passing,NA,S,H,Y
26,3,SS,5.9675,Shark Watch,Passing,NA,S,H,N
26,3,SS,6.4744,Shark Watch,Passing,NA,S,H,N
26,3,SS,7.1727,Aquaman,Passing,NA,S,H,N
26,3,SS,7.5658,Shark Watch,Passing,NA,D,M,N
26,3,SS,7.9014,unknown,Passing,NA,D,M,N
26,3,SS,8.6708,Shark Watch,Passing,NA,D,M,N
26,3,SS,8.9144,Shark Watch,Passing,NA,D,M,N
26,3,SS,8.9719,unknown,Passing,NA,D,L,N
26,3,SS,9.1811,Shark Watch,Passing,NA,D,L,N
26,3,SS,9.4989,unknown,Passing,NA,D,L,N
26,3,SS,12.0883,Shark Watch,Passing,NA,D,M,N
26,3,SS,12.3247,Shark Watch,Passing,NA,V,H,M
26,3,SS,12.3572,Shark Watch,Feeding,0,S,H,N
26,3,SS,13.8374,Shark Watch,Passing,NA,S,H,N
26,3,SS,14.0208,unknown,Feeding,0,S,H,N
26,3,SS,14.1911,Shark Watch,Feeding,0,S,H,N
26,3,SS,15.268,Shark Watch,Passing,NA,D,M,N
26,4,Wax,0.1117,Shark Watch,Passing,NA,D,M,N
26,4,Wax,0.5542,Shark Watch,Passing,NA,D,M,N
26,4,Wax,1.578,Shark Watch,Passing,NA,D,M,N
26,4,Wax,2.6511,Aquaman,Passing,NA,D,M,N
26,4,Wax,3.4405,Shark Watch,Passing,NA,D,M,N
26,4,Wax,3.9558,Shark Watch,Passing,NA,S,H,N
26,4,Wax,3.9564,Shark Watch,Feeding,0,S,H,N
26,4,Wax,4.0872,Shark Watch,Feeding,0,S,H,N
26,4,Wax,4.0872,Aquaman,Feeding,0,S,H,N
26,4,Wax,5.2447,unknown,Passing,NA,D,H,N
26,4,Wax,6.14,Shark Watch,Passing,NA,S,M,N
26,4,Wax,6.4486,Shark Watch,Passing,NA,S,M,N
26,4,Wax,7.8772,Shark Watch,Passing,NA,S,H,N
26,4,Wax,8.0239,Shark Watch,Feeding,0,S,H,N
26,4,Wax,8.3211,Shark Watch,Passing,NA,S,H,N
26,4,Wax,10.0958,Aquaman,Passing,NA,V,H,N
26,4,Wax,11.6755,Aquaman,Passing,NA,V,H,N
26,4,Wax,12.1877,Aquaman,Feeding,0,V,H,N
26,5,Rpela,1.7822,Aquaman,Passing,2497.736,D,M,N
26,5,Rpela,3.4455,Aquaman,Passing,1350.258,V,H,N
26,5,Rpela,4.8375,unknown,Passing,1786.112,D,M,N
26,5,Rpela,5.5941,Alpha 5,Passing,1949.433,S,H,N
26,5,Rpela,5.7972,Alpha 5,Passing,2200.61,S,H,N
26,5,Rpela,6.0028,Alpha 5,Passing,1933.731,S,H,N
26,5,Rpela,6.2364,Alpha 5,Passing,1412.495,S,H,N
26,5,Rpela,6.3744,Alpha 5,Passing,1568.949,S,H,N
26,5,Rpela,6.4969,Alpha 5,Passing,1685.935,S,H,N
26,5,Rpela,6.5816,Alpha 5,Passing,1564.937,S,H,N
26,5,Rpela,7.32,unknown,Passing,7755.027,S,H,N
26,5,Rpela,7.7377,Alpha 5,Passing,1077.998,S,H,N
26,5,Rpela,8.1905,Alpha 5,Passing,389.634,S,H,N
26,5,Rpela,8.4408,unknown,Passing,3687.034,S,H,N
26,5,Rpela,8.7302,Alpha 5,Passing,514.753,S,H,N
26,5,Rpela,9.4422,Alpha 5,Passing,NA,S,H,N
26,5,Rpela,9.6905,Alpha 5,Feeding,0,S,H,N
26,6,Control,0.1372,Shark Watch,Passing,1372.715,S,M,N
26,6,Control,0.6847,Shark Watch,Feeding,0,S,H,N
26,6,Control,0.8506,Shark Watch,Feeding,0,S,H,N
26,6,Control,2.0953,Alpha 5,Passing,2495.266,S,H,N
26,6,Control,2.4275,Alpha 5,Feeding,0,S,H,N
26,6,Control,2.5719,Shark Watch,Passing,756.854,S,H,N
26,6,Control,2.7628,Alpha 5,Feeding,0,S,H,N
26,6,Control,2.8547,Shark Watch,Passing,2129.952,S,H,N
26,6,Control,2.9683,Alpha 5,Passing,1174.903,S,H,N
26,6,Control,3.0053,Alpha 5,Passing,534.604,S,H,N
26,6,Control,3.1097,Alpha 5,Feeding,0,S,H,N
26,6,Control,3.2342,Alpha 5,Feeding,0,S,H,N
26,6,Control,3.3311,Alpha 5,Feeding,0,S,H,N
26,6,Control,3.5067,Alpha 5,Passing,795.799,S,H,N
26,6,Control,3.693,Alpha 5,Feeding,0,S,H,N
27,1,Wax,0.6061,Shark Watch,Passing,1193.651,V,H,N
27,1,Wax,1.2378,Shark Watch,Passing,3430.649,D,M,N
27,1,Wax,1.5055,Shark Watch,Passing,1777.311,S,H,N
27,1,Wax,1.7925,Shark Watch,Feeding,0,S,H,N
27,1,Wax,2.0214,Shark Watch,Feeding,0,S,H,N
27,1,Wax,2.2317,Shark Watch,Feeding,0,S,H,N
27,2,Rpela,0.7406,Shark Watch,Passing,519.601,S,H,N
27,2,Wax,1.4672,Shark Watch,Passing,888.438,S,H,N
27,2,Wax,1.7544,Shark Watch,Passing,844.086,S,H,N
27,2,Wax,2.2364,Shark Watch,Passing,263.432,S,H,M
27,2,Wax,2.6578,Shark Watch,Feeding,0,S,H,M
27,2,Wax,3.2544,Shark Watch,Feeding,0,S,H,M
27,3,Mleash,1.6708,Alpha 5,Passing,1034.237,S,H,N
27,3,Mleash,1.7214,Alpha 5,Feeding,0,S,H,N
27,3,Mleash,1.9289,Alpha 5,Feeding,0,S,H,N
27,4,SS,1.1464,Alpha 5,Passing,1328.183,S,L,N
27,4,SS,1.5911,unknown,Passing,NA,S,H,N
27,4,SS,2.2828,unknown,Passing,3912.67,D,L,N
27,4,SS,2.675,Shark Watch,Passing,8064.29,D,L,N
27,4,SS,2.9725,Shark Watch,Passing,NA,S,H,N
27,4,SS,3.2622,Shark Watch,Passing,1932.476,S,L,N
27,4,SS,3.9408,unknown,Passing,4587.289,S,M,N
27,4,SS,3.9758,unknown,Passing,3001.514,D,M,N
27,4,SS,4.5611,Shark Watch,Passing,3889.758,D,L,N
27,4,SS,4.6686,Shark Watch,Passing,1994.976,S,H,N
27,4,SS,5.2855,Shark Watch,Passing,2027.292,S,H,N
27,4,SS,5.4383,Alpha 5,Passing,1503.601,S,H,N
27,4,SS,5.6425,Alpha 5,Passing,1938.22,S,H,N
27,4,SS,5.905,Shark Watch,Passing,1605.851,D,H,N
27,4,SS,5.9922,Alpha 5,Passing,1542.253,S,H,N
27,4,SS,6.1625,Alpha 5,Passing,1603.064,S,H,N
27,4,SS,6.3622,Alpha 5,Passing,1563.444,S,H,N
27,4,SS,6.7855,Alpha 5,Passing,2530.348,S,H,N
27,4,SS,7.1752,Holepunch,Passing,3213.537,S,H,N
27,4,SS,7.34,Alpha 5,Passing,3094.479,S,M,N
27,4,SS,7.7266,Holepunch,Passing,4557.186,S,L,N
27,4,SS,7.9661,Holepunch,Passing,2771.816,D,M,N
27,4,SS,8.0666,unknown,Passing,NA,S,L,N
27,4,SS,8.4736,Alpha 5,Passing,2033.082,S,H,N
27,4,SS,8.6136,Alpha 5,Passing,1056.428,S,H,N
27,4,SS,8.7319,Alpha 5,Passing,850.226,S,H,N
27,4,SS,8.835,Alpha 5,Feeding,0,S,H,N
27,5,Mband,2.6236,Shark Watch,Passing,2067.909,S,L,N
27,5,Mband,2.9208,Shark Watch,Feeding,0,S,H,N
27,5,Mband,3.0458,Shark Watch,Passing,629.721,S,H,N
27,5,Mband,3.2694,Shark Watch,Feeding,0,S,H,N
27,5,Mband,3.3625,Shark Watch,Feeding,0,S,H,N
27,6,Control,0.5,Holepunch,Passing,215.165,S,H,N
27,6,Control,0.5747,Holepunch,Feeding,0,S,H,N
28,1,Mleash,0.2567,unknown,Passing,1396.793,S,H,N
28,1,Mleash,1.0431,Alpha 5,Passing,820.932,S,H,N
28,1,Mleash,1.6153,Holepunch,Feeding,0,S,H,N
28,2,Control,0.8033,Alpha 5,Passing,2935.713,S,L,N
28,2,Control,0.955,Alpha 5,Passing,910.475,S,H,N
28,2,Control,1.0394,Alpha 5,Feeding,0,S,H,N
28,3,Rpela,0.4431,unknown,Passing,2166.414,S,M,N
28,3,Rpela,0.6081,unknown,Feeding,0,S,H,N
28,4,SS,0.0586,unknown,Passing,NA,S,H,N
28,4,SS,0.3469,Alpha 5,Passing,3768.257,S,L,N
28,4,SS,0.4914,Alpha 5,Passing,1981.983,S,H,N
28,4,SS,0.6575,Shark Watch,Passing,1816.93,D,M,N
28,4,SS,0.8781,Shark Watch,Passing,2287.55,D,M,N
28,4,SS,1.2047,Alpha 5,Passing,2884.811,S,H,N
28,4,SS,1.6105,unknown,Passing,2238.525,S,H,N
28,4,SS,1.6105,unknown,Passing,2238.525,S,H,N
28,4,SS,1.6105,unknown,Passing,3423.985,S,H,N
28,4,SS,1.6105,unknown,Passing,3423.985,S,H,N
28,4,SS,1.7572,unknown,Passing,NA,S,H,N
28,4,SS,1.7822,Holepunch,Passing,3022.699,D,M,N
28,4,SS,2.0883,Alpha 5,Passing,1598.568,S,H,N
28,4,SS,2.6855,Shark Watch,Passing,846.939,S,H,N
28,4,SS,2.9347,Aquaman,Passing,3152.995,S,M,N
28,4,SS,3.0955,Aquaman,Feeding,0,S,H,N
28,4,SS,3.2078,Holepunch,Feeding,0,S,H,N
28,5,Wax,0.7431,Alpha 5,Passing,941.146,S,H,N
28,5,Wax,0.8536,Alpha 5,Feeding,0,S,H,N
28,6,Mband,0.5511,Shark Watch,Passing,3016.347,S,M,N
28,6,Mband,1.7936,unknown,Passing,6753.453,S,L,N
28,6,Mband,2.9133,Curl,Feeding,0,S,H,N
28,6,Mband,3.2736,Curl,Passing,2869.007,S,L,N
28,6,Mband,3.623,Shark Watch,Passing,1498.754,D,M,N
28,6,Mband,3.8478,Shark Watch,Feeding,0,S,H,N
28,6,Mband,3.8478,Alpha 5,Passing,NA,S,L,N
28,6,Mband,3.918,Shark Watch,Feeding,0,S,H,N
28,6,Mband,4.0708,Alpha 5,Feeding,0,S,H,N
28,6,Mband,4.1861,Alpha 5,Feeding,0,S,H,N
29,1,Control,1.2967,unknown,Passing,NA,D,L,N
29,1,Control,1.885,Shark Watch,Feeding,0,S,H,N
29,1,Control,2.1503,Shark Watch,Feeding,0,S,H,N
29,1,Control,3.3836,Alpha 5,Feeding,0,S,H,N
29,2,Wax,0.5008,Alpha 5,Feeding,0,S,H,N
29,3,Mband,1.0478,unknown,Passing,3241.496,D,M,N
29,3,Mband,1.2911,Alpha 5,Passing,2709.575,S,M,N
29,3,Mband,1.5719,unknown,Feeding,0,S,H,N
29,3,Mband,1.8086,unknown,Passing,2845.654,S,M,N
29,3,Mband,1.9383,Alpha 5,Passing,3004.964,D,M,N
29,3,Mband,2.2947,Holepunch,Passing,2059.721,D,M,N
29,3,Mband,2.9294,Holepunch,Feeding,0,S,H,N
29,4,Rpela,0.3736,unknown,Passing,1794.352,D,L,N
29,4,Rpela,0.4553,unknown,Passing,2165.981,D,M,N
29,4,Rpela,0.7989,Holepunch,Passing,3277.005,S,M,N
29,4,Rpela,0.7989,unknown,Passing,3277.005,S,L,N
29,4,Rpela,1.3164,unknown,Passing,5637.584,S,L,N
29,4,Rpela,1.5775,Shark Watch,Feeding,0,S,H,N
29,5,Mleash,1.1811,Holepunch,Feeding,0,S,H,N
30,1,Mband,0.0678,Shark Watch,Passing,NA,S,H,N
30,1,Mband,0.9022,Holepunch,Feeding,0,S,H,N
30,2,Control,0.475,Shark Watch,Passing,1666.179,S,H,N
30,2,Control,1.4694,Shark Watch,Passing,1541.194,S,H,N
30,2,Control,1.6342,Shark Watch,Feeding,0,S,H,N
30,4,Wax,0.5333,Jumpman,Passing,1354.635,D,H,N
30,4,Wax,1.8933,Jumpman,Passing,2550.13,S,M,N
30,4,Wax,2.1178,unknown,Passing,1830.831,S,H,N
30,4,Wax,3.1494,unknown,Passing,3270.939,S,H,N
30,4,Wax,3.4528,Holepunch,Passing,1115.918,S,H,N
30,4,Wax,3.638,unknown,Passing,819.213,S,H,N
30,4,Wax,4.0747,Jumpman,Passing,2340.881,S,H,N
30,4,Wax,4.3969,unknown,Passing,2653.809,S,H,N
30,4,Wax,4.7344,Jumpman,Passing,1991.602,S,M,N
30,4,Wax,5.0711,unknown,Passing,1841.519,S,M,N
30,4,Wax,5.1678,unknown,Passing,NA,D,L,N
30,4,Wax,5.7208,Shark Watch,Passing,NA,S,M,N
30,4,Wax,5.8375,Shark Watch,Passing,2716.732,S,M,N
30,4,Wax,5.9553,Shark Watch,Feeding,0,S,H,N
30,5,Rpela,0.1417,unknown,Passing,NA,S,L,N
30,5,Rpela,0.3056,unknown,Passing,1203.679,D,H,N
30,5,Rpela,0.6883,unknown,Passing,1650.5,D,M,N
30,5,Rpela,2.5261,unknown,Passing,NA,D,L,N
30,5,Rpela,2.9678,Alpha 5,Passing,1584.128,S,H,N
30,5,Rpela,3.0844,Alpha 5,Feeding,0,S,H,N
30,5,Rpela,3.1475,Alpha 5,Feeding,0,S,H,N
30,6,Mleash,0.2939,Alpha 5,Passing,NA,S,M,N
30,6,Mleash,0.4472,Alpha 5,Passing,419.493,S,H,N
30,6,Mleash,0.4911,Alpha 5,Feeding,0,S,H,N
30,6,Mleash,3.2183,Shark Watch,Passing,503.987,V,H,N
30,6,Mleash,3.4319,Shark Watch,Feeding,0,S,H,N
30,6,Mleash,3.5792,Shark Watch,Feeding,0,S,H,N
30,6,Mleash,3.9889,Shark Watch,Feeding,0,S,H,N
31,1,Rpela,3.2981,Alpha 5,Passing,2530.458,D,L,N
31,1,Rpela,3.3483,Alpha 5,Passing,1226.46,S,M,N
31,1,Rpela,3.4472,Alpha 5,Passing,747.662,S,H,N
31,1,Rpela,3.5678,Alpha 5,Passing,770.494,S,H,N
31,1,Rpela,3.8361,Alpha 5,Feeding,0,S,H,Y
31,1,Rpela,3.9961,Alpha 5,Passing,487.837,S,H,N
31,1,Rpela,4.2422,Alpha 5,Feeding,0,S,H,N
31,1,Rpela,4.582,Alpha 5,Feeding,0,S,H,N
31,1,Rpela,4.777,Alpha 5,Passing,804.396,S,M,N
31,1,Rpela,4.9595,Alpha 5,Feeding,0,S,H,N
31,1,Rpela,5.492,Alpha 5,Passing,2252.061,S,M,N
31,1,Rpela,5.9689,Alpha 5,Passing,573.474,S,H,N
31,1,Rpela,6.1317,Alpha 5,Feeding,0,S,H,N
31,2,Wax,1.9861,Alpha 5,Passing,1275.716,S,M,N
31,2,Wax,2.1844,Alpha 5,Passing,NA,S,M,N
31,2,Wax,3.2486,Alpha 5,Passing,2489.525,S,M,N
31,2,Wax,3.7097,Alpha 5,Passing,3992.604,S,M,N
31,2,Wax,4.0128,Alpha 5,Passing,4365.803,S,M,N
31,2,Wax,4.5803,Alpha 5,Passing,1721.464,S,M,N
31,2,Wax,4.8728,Alpha 5,Passing,602.709,S,H,N
31,2,Wax,4.9683,Alpha 5,Feeding,0,S,H,N
31,3,Mband,6.1295,Aquaman,Passing,1180.711,V,M,N
31,3,Mband,6.4358,Aquaman,Passing,1869.359,S,M,N
31,3,Mband,6.5531,Aquaman,Passing,2867.029,S,M,N
31,3,Mband,6.6764,Aquaman,Passing,1952.994,S,M,N
31,3,Mband,7.5061,Aquaman,Passing,2202.517,V,M,N
31,3,Mband,7.592,Aquaman,Passing,2496.362,S,M,N
31,3,Mband,11.1395,Jesse,Passing,957.717,V,M,N
31,3,Mband,11.3753,Jesse,Feeding,0,S,H,N
31,3,Mband,11.9809,Jesse,Feeding,0,S,H,N
31,3,Mband,12.1322,Jesse,Passing,447.755,S,H,Y
31,3,Mband,12.3792,Jesse,Passing,659.708,V,H,N
31,3,Mband,12.7203,Jesse,Feeding,0,S,H,N
31,3,Mband,15.1517,Aquaman,Passing,2611.884,S,M,N
31,4,Mleash,3.3583,Aquaman,Passing,1606.756,D,L,N
31,4,Mleash,6.0622,Jesse,Passing,1611.035,S,M,N
31,4,Mleash,6.2472,Jesse,Passing,1055.532,S,M,N
31,4,Mleash,6.3183,Jesse,Feeding,0,S,H,N
31,5,SS,3.9783,Jumpman,Passing,2958.589,S,M,N
31,5,SS,4.4167,Backscratch,Passing,2614.339,D,M,Y
31,5,SS,4.572,Backscratch,Passing,2046.909,D,M,Y
31,5,SS,5.0803,Backscratch,Passing,1943.237,D,M,Y
31,5,SS,5.2433,Backscratch,Passing,2396.699,D,M,Y
31,5,SS,5.7717,Backscratch,Passing,3542.934,D,L,N
31,5,SS,5.8989,Backscratch,Passing,2492.443,D,M,N
31,5,SS,6.3347,Backscratch,Passing,3244.105,D,M,N
31,5,SS,6.5556,Backscratch,Passing,2957.134,D,M,N
31,5,SS,8.4397,Backscratch,Passing,1895.947,V,M,N
31,5,SS,9.0961,Backscratch,Passing,3965.166,D,M,N
31,5,SS,11.7689,Backscratch,Passing,2019.874,V,M,Y
31,5,SS,12.1689,Backscratch,Passing,2631.526,D,M,Y
31,6,Control,0.4219,Backscratch,Passing,1796.882,D,M,N
31,6,Control,2.5558,Backscratch,Passing,4749.815,D,L,N
31,6,Control,4,Backscratch,Passing,2647.185,D,L,N
31,6,Control,4.507,Backscratch,Passing,1953.691,D,M,N
31,6,Control,6.9872,Backscratch,Feeding,0,S,H,N
32,1,SS,0.5253,Undercoat,Passing,2810.263,S,M,N
32,1,SS,7.2042,Undercoat,Passing,4661.323,D,L,N
32,1,SS,8.7036,Jack,Passing,3214.105,D,M,Y
32,2,Wax,1.4175,Backscratch,Passing,1644.604,D,M,N
32,2,Wax,1.7269,Backscratch,Feeding,0,S,H,N
32,3,Rpela,0.3697,Jack,Passing,2770.732,D,M,N
32,3,Rpela,0.7106,Jack,Passing,3630.844,D,M,Y
32,3,Rpela,3.547,Manta,Passing,778.66,S,H,Y
32,3,Rpela,4.3625,Manta,Feeding,0,S,H,Y
32,3,Rpela,5.5058,Curl,Passing,1914.204,S,H,N
32,3,Rpela,5.7106,Curl,Passing,999.489,S,H,Y
32,3,Rpela,5.7145,Curl,Passing,1132.377,S,H,N
32,3,Rpela,5.8358,Curl,Passing,342.087,S,H,Y
32,3,Rpela,6.0592,Curl,Feeding,0,S,H,Y
32,4,Mband,0.6847,Curl,Feeding,0,S,H,N
32,5,Control,0.5444,Curl,Passing,4348.747,S,M,N
32,5,Control,1.4458,Jack,Passing,3546.999,S,M,N
32,5,Control,6.4922,Curl,Passing,2522.448,S,M,N
32,5,Control,6.8022,Curl,Feeding,0,S,H,N
32,5,Control,7.1586,Curl,Feeding,0,S,H,N
32,5,Control,8.5022,Curl,Passing,1152.494,S,H,Y
32,5,Control,8.9167,Curl,Passing,1320.239,S,M,N
32,5,Control,9.0789,Curl,Feeding,0,S,H,N
32,6,Mleash,0.7144,Curl,Feeding,0,S,H,N
32,6,Mleash,1.4011,Curl,Passing,3851.256,S,L,N
32,6,Mleash,1.9589,Curl,Feeding,0,S,H,N
33,1,Rpela,1.1953,Gilbert,Passing,1495.45,V,M,N
33,1,Rpela,2.9561,Gilbert,Feeding,0,V,H,N
33,1,Rpela,3.1453,Gilbert,Passing,1909.588,V,H,N
33,1,Rpela,3.3972,Gilbert,Passing,2113.65,V,H,Y
33,1,Rpela,5.0433,Gilbert,Passing,2039.752,D,M,N
33,1,Rpela,5.3122,Gilbert,Passing,1034.137,S,M,N
33,1,Rpela,5.9325,Gilbert,Passing,764.458,S,M,N
33,1,Rpela,8.5697,Gilbert,Feeding,0,S,H,N
33,2,Mleash,0.8319,Gilbert,Passing,2796.108,D,M,N
33,2,Mleash,3.1997,Gilbert,Passing,1559.099,S,M,N
33,2,Mleash,3.7361,Gilbert,Passing,672.635,S,M,N
33,2,Mleash,4.0161,Gilbert,Feeding,0,S,H,N
33,3,Wax,0.8514,Jack,Passing,852.085,S,H,N
33,3,Wax,1.1444,Jack,Passing,750.257,S,H,N
33,3,Wax,1.4761,Jack,Passing,2008.886,D,M,N
33,3,Wax,1.7556,Jack,Passing,1083.216,S,M,N
33,3,Wax,2.3578,Jack,Passing,802.153,S,H,N
33,3,Wax,3.1292,Jack,Passing,692.52,S,H,N
33,3,Wax,5.3047,Gilbert,Feeding,0,V,H,N
33,3,Wax,5.7925,Gilbert,Feeding,0,S,H,N
33,4,SS,0.5075,Jack,Passing,4656.4,S,L,N
33,4,SS,2.275,Gilbert,Passing,2763.862,D,M,N
33,4,SS,2.7778,Jack,Passing,3747.413,S,M,N
33,4,SS,3.7161,Jack,Passing,1590.631,S,M,Y
33,4,SS,3.9553,Jack,Passing,2256.08,S,M,N
33,4,SS,4.4836,Jack,Passing,3278.092,D,L,N
33,4,SS,5.8486,Jack,Passing,3042.773,D,M,N
33,4,SS,6.1183,Jack,Passing,3548.317,S,M,Y
33,4,SS,8.5325,Camo,Passing,3515.419,D,L,N
33,4,SS,10.8217,Jack,Passing,3080.184,S,M,Y
33,4,SS,11.0956,Jack,Passing,3823.29,D,L,N
33,4,SS,11.5142,Jack,Passing,7445.262,S,M,N
33,4,SS,11.6528,Jack,Passing,2830.968,S,M,N
33,4,SS,11.8628,Jack,Passing,3814.114,S,M,N
33,4,SS,11.9678,Jack,Passing,4835.611,S,M,N
33,4,SS,12.3053,Jack,Passing,3580.957,S,M,N
33,4,SS,12.7328,unknown,Passing,2401.239,S,M,N
33,4,SS,14.2245,Gilbert,Passing,3843.306,D,L,N
33,4,SS,14.6431,Jack,Passing,2360.646,D,M,N
33,4,SS,14.8073,Jack,Passing,4702.952,D,L,N
33,5,Mband,4.0047,Gilbert,Passing,3888.583,D,L,N
33,5,Mband,6.3725,Jack,Passing,2818.175,D,L,N
33,5,Mband,9.82,Gilbert,Passing,1395.485,D,M,N
33,5,Mband,10.2114,Gilbert,Passing,1598.496,S,M,N
33,5,Mband,10.5756,Gilbert,Passing,2787.036,S,M,N
33,5,Mband,10.9614,Gilbert,Passing,1758.067,S,M,N
33,5,Mband,11.3709,Gilbert,Passing,2856.675,D,L,N
33,5,Mband,12.0581,Gilbert,Passing,1563.108,V,M,N
33,5,Mband,12.8925,Gilbert,Passing,1735.204,V,M,N
33,5,Mband,13.3867,Gilbert,Passing,2093.999,S,M,N
33,5,Mband,13.6442,Gilbert,Passing,831.266,S,M,N
33,5,Mband,13.9248,Gilbert,Passing,857.93,S,M,N
33,5,Mband,14.2898,Gilbert,Passing,1792.348,S,M,N
33,5,Mband,14.6456,Gilbert,Passing,1521.05,S,M,N
33,5,Mband,15.1975,Gilbert,Passing,1685.154,V,M,N
33,6,Control,0.8631,Curl,Feeding,0,S,H,N
33,6,Control,1.0156,Curl,Passing,719.861,S,H,N
33,6,Control,1.3425,Curl,Feeding,0,S,H,N
34,1,Mleash,0.2608,Jack,Passing,1493.748,S,M,N
34,1,Mleash,0.5986,Curl,Feeding,0,S,H,N
34,1,Mleash,0.9319,Jack,Passing,3577.362,S,L,N
34,1,Mleash,1.6778,Curl,Feeding,0,S,H,Y
34,1,Mleash,2.3478,Curl,Feeding,0,S,H,N
34,2,Control,0.6742,Jack,Passing,5089.789,D,L,N
34,2,Control,3.3214,Gilbert,Passing,2633.607,V,M,N
34,2,Control,3.9808,Gilbert,Feeding,0,S,H,N
34,2,Control,5.1278,Gilbert,Passing,3750.871,D,L,N
34,2,Control,6.015,Gilbert,Passing,904.454,S,M,N
34,2,Control,7.9981,Jack,Passing,NA,V,H,N
34,2,Control,8.4025,Jack,Passing,2014.519,D,M,N
34,2,Control,10.8809,Undercoat,Passing,4686.258,D,L,N
34,2,Control,11.0192,Curl,Passing,2852.749,D,M,N
34,2,Control,11.6528,Undercoat,Passing,6459.418,D,M,N
34,2,Control,12.3436,Undercoat,Passing,3218.158,D,M,N
34,2,Control,12.9889,Gilbert,Passing,1684.119,V,M,N
34,2,Control,13.3092,Gilbert,Feeding,0,S,H,N
34,3,Wax,0.9989,Jack,Passing,2354.661,D,M,N
34,3,Wax,1.1711,Jack,Passing,1324.899,S,M,N
34,3,Wax,1.6206,Gilbert,Passing,1072.524,S,H,N
34,3,Wax,1.9236,Jack,Passing,1796.281,D,M,N
34,3,Wax,3.2928,Gilbert,Passing,4002.68,D,M,N
34,3,Wax,3.5133,Gilbert,Feeding,0,S,H,N
34,3,Wax,4.2467,Gilbert,Passing,1731.892,D,M,N
34,3,Wax,5.1411,Jack,Passing,3622.55,D,M,N
34,3,Wax,5.3095,Jack,Passing,848.162,S,M,Y
34,3,Wax,6.2906,Curl,Passing,3045.391,D,L,N
34,3,Wax,10.3095,Jack,Passing,2016.253,S,H,N
34,3,Wax,10.8386,Jack,Passing,3449.471,S,M,N
34,3,Wax,13.0939,Gilbert,Passing,2123.234,D,M,N
34,3,Wax,13.7639,Gilbert,Feeding,0,S,H,N
34,4,Mband,3.1397,Gilbert,Feeding,0,V,H,N
34,4,Mband,3.8478,Gilbert,Feeding,0,V,H,N
34,5,Rpela,2.1664,Gilbert,Feeding,0,S,H,N
34,6,SS,1.9722,Gilbert,Passing,3291.225,D,M,N
34,6,SS,5.2492,Gilbert,Feeding,0,V,H,N
35,1,SS,0.5717,unknown,Passing,5793.856,D,L,N
35,1,SS,0.7603,Gilbert,Passing,1520.274,S,M,N
35,1,SS,1.9614,Gilbert,Passing,1875.547,V,M,N
35,1,SS,2.1783,Gilbert,Passing,881.464,S,M,N
35,1,SS,2.3483,Gilbert,Feeding,0,S,H,Y
35,1,SS,3.45,Gilbert,Passing,1387.551,D,M,N
35,1,SS,3.6278,Jack,Passing,4725.131,D,M,N
35,1,SS,4.0314,Gilbert,Passing,3026.016,D,L,N
35,1,SS,4.0961,Undercoat,Passing,4318.728,D,L,N
35,1,SS,4.7967,Gilbert,Passing,2153.456,D,M,N
35,1,SS,5.3792,Curl,Passing,2773.952,S,H,Y
35,1,SS,5.5592,Curl,Passing,3244.152,S,H,Y
35,1,SS,6.0017,Curl,Passing,3068.524,S,H,N
35,1,SS,6.4108,Curl,Passing,3669.51,S,M,N
35,1,SS,6.6864,Curl,Passing,5132.509,D,L,N
35,1,SS,8.3625,Curl,Passing,5465.913,S,L,N
35,1,SS,8.5736,Jack,Passing,3276.534,D,M,N
35,1,SS,9.0342,Jack,Passing,3042.124,D,M,N
35,1,SS,9.6884,Jack,Passing,4400.819,D,M,N
35,1,SS,11.0847,Undercoat,Passing,4440.823,D,L,N
35,1,SS,13.4956,Gilbert,Passing,1694.871,D,M,N
35,1,SS,13.7197,Gilbert,Feeding,0,S,H,Y
35,1,SS,14.787,Gilbert,Passing,3101.781,D,M,N
